subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
9,449970,"[1, 3, 9, 11, 5, 8, 0, 2, 12]",2219,462,96831,106491,0.6635765550239234,0.9788135593220338,0.9464193211028902,0.9580319550901436
10,574970,"[1, 3, 9, 11, 5, 8, 0, 2, 12, 4]",2491,466,98602,108345,0.7449162679425837,0.9872881355932204,0.9637289494003695,0.9747112166684659
9,455870,"[1, 3, 9, 11, 5, 8, 0, 2, 4]",2337,464,98134,107416,0.6988636363636364,0.9830508474576272,0.959154750618201,0.9663535931483681
8,332270,"[1, 3, 9, 11, 5, 8, 0, 7]",2362,467,99167,108811,0.7063397129186603,0.989406779661017,0.9692512192976455,0.9789035229767175
9,429270,"[1, 3, 9, 11, 5, 8, 0, 7, 6]",2658,468,100373,109278,0.7948564593301436,0.9915254237288136,0.9810385776978487,0.9831048256504372
10,548370,"[1, 3, 9, 11, 5, 8, 0, 7, 6, 12]",2812,470,100798,110215,0.8409090909090909,0.9957627118644068,0.9851924975320829,0.9915344200942819
11,673370,"[1, 3, 9, 11, 5, 8, 0, 7, 6, 12, 4]",3084,471,101773,110685,0.9222488038277512,0.9978813559322034,0.9947220783282672,0.9957627118644068
10,554270,"[1, 3, 9, 11, 5, 8, 0, 7, 6, 4]",2930,469,101352,109746,0.8761961722488039,0.9936440677966102,0.99060725421012,0.9873151246896253
9,451370,"[1, 3, 9, 11, 5, 8, 0, 7, 12]",2516,469,99641,109746,0.7523923444976076,0.9936440677966102,0.9738840616539443,0.9873151246896253
10,576370,"[1, 3, 9, 11, 5, 8, 0, 7, 12, 4]",2788,470,100746,110215,0.833732057416268,0.9957627118644068,0.984684253222953,0.9915344200942819
9,457270,"[1, 3, 9, 11, 5, 8, 0, 7, 4]",2634,468,100279,109278,0.7876794258373205,0.9915254237288136,0.9801198283698064,0.9831048256504372
8,349370,"[1, 3, 9, 11, 5, 8, 0, 6]",2361,462,97804,106491,0.7060406698564593,0.9788135593220338,0.955929354041031,0.9580319550901436
9,468470,"[1, 3, 9, 11, 5, 8, 0, 6, 12]",2515,464,98230,107416,0.7520933014354066,0.9830508474576272,0.9600930478042868,0.9663535931483681
10,593470,"[1, 3, 9, 11, 5, 8, 0, 6, 12, 4]",2787,467,99720,108811,0.833433014354067,0.989406779661017,0.9746562020466607,0.9789035229767175
9,474370,"[1, 3, 9, 11, 5, 8, 0, 6, 4]",2633,465,99298,107880,0.7873803827751196,0.9851694915254238,0.9705316039994918,0.9705279067256828
8,371470,"[1, 3, 9, 11, 5, 8, 0, 12]",2219,462,96831,106491,0.6635765550239234,0.9788135593220338,0.9464193211028902,0.9580319550901436
9,496470,"[1, 3, 9, 11, 5, 8, 0, 12, 4]",2491,466,98602,108345,0.7449162679425837,0.9872881355932204,0.9637289494003695,0.9747112166684659
8,377370,"[1, 3, 9, 11, 5, 8, 0, 4]",2337,464,98134,107416,0.6988636363636364,0.9830508474576272,0.959154750618201,0.9663535931483681
7,253870,"[1, 3, 9, 11, 5, 8, 2]",1714,449,90170,100576,0.5125598086124402,0.951271186440678,0.8813151798891636,0.9048184533448487
8,333770,"[1, 3, 9, 11, 5, 8, 2, 7]",2011,457,93729,104196,0.6013755980861244,0.9682203389830508,0.9161005932774916,0.9373852963402786
9,430770,"[1, 3, 9, 11, 5, 8, 2, 7, 6]",2307,463,96870,106953,0.6898923444976076,0.9809322033898306,0.9468005043347375,0.9621882759365217
10,549870,"[1, 3, 9, 11, 5, 8, 2, 7, 6, 12]",2461,465,97322,107880,0.7359449760765551,0.9851694915254238,0.9512183202525584,0.9705279067256828
11,674870,"[1, 3, 9, 11, 5, 8, 2, 7, 6, 12, 4]",2733,469,99281,109746,0.8172846889952153,0.9936440677966102,0.9703654472061224,0.9873151246896253
10,555770,"[1, 3, 9, 11, 5, 8, 2, 7, 6, 4]",2579,467,98855,108811,0.771232057416268,0.989406779661017,0.9662017534428665,0.9789035229767175
9,452870,"[1, 3, 9, 11, 5, 8, 2, 7, 12]",2165,460,94340,105570,0.6474282296650717,0.9745762711864406,0.922072463909767,0.9497463024937925
10,577870,"[1, 3, 9, 11, 5, 8, 2, 7, 12, 4]",2437,465,96951,107880,0.728767942583732,0.9851694915254238,0.9475921925854974,0.9705279067256828
9,458770,"[1, 3, 9, 11, 5, 8, 2, 7, 4]",2283,463,96443,106953,0.6827153110047847,0.9809322033898306,0.94262703664246,0.9621882759365217
8,350870,"[1, 3, 9, 11, 5, 8, 2, 6]",2010,456,93706,103740,0.6010765550239234,0.9661016949152542,0.9158757929099919,0.9332829536867105
9,469970,"[1, 3, 9, 11, 5, 8, 2, 6, 12]",2164,458,94166,104653,0.6471291866028708,0.9703389830508474,0.9203718002599865,0.9414966353593148
10,594970,"[1, 3, 9, 11, 5, 8, 2, 6, 12, 4]",2436,464,96717,107416,0.7284688995215312,0.9830508474576272,0.9453050931944132,0.9663535931483681
9,475870,"[1, 3, 9, 11, 5, 8, 2, 6, 4]",2282,462,96283,106491,0.6824162679425837,0.9788135593220338,0.9410632079989835,0.9580319550901436
8,372970,"[1, 3, 9, 11, 5, 8, 2, 12]",1868,452,90812,101926,0.5586124401913876,0.9576271186440678,0.8875900423211127,0.9169635467271222
9,497970,"[1, 3, 9, 11, 5, 8, 2, 12, 4]",2140,460,94174,105570,0.6399521531100478,0.9745762711864406,0.9204499916921604,0.9497463024937925
8,378870,"[1, 3, 9, 11, 5, 8, 2, 4]",1986,458,93636,104653,0.5938995215311005,0.9703389830508474,0.9151916178784709,0.9414966353593148
7,255270,"[1, 3, 9, 11, 5, 8, 7]",2011,457,93729,104196,0.6013755980861244,0.9682203389830508,0.9161005932774916,0.9373852963402786
