subset_size,subset_indices,AV,CC,PAIRS,CONS
6,"[2, 3, 4, 5, 7, 8]",3410,2093,1489502,2189278
6,"[2, 3, 4, 5, 7, 9]",3631,2243,1529371,2514403
6,"[2, 3, 4, 5, 7, 10]",3569,2108,1502608,2220778
6,"[2, 3, 4, 5, 7, 11]",4535,2571,2035387,3303735
6,"[2, 3, 4, 5, 8, 9]",2546,1922,1057420,1846081
6,"[2, 3, 4, 5, 8, 10]",2484,1821,1037454,1657110
6,"[2, 3, 4, 5, 8, 11]",3450,2290,1575881,2620905
6,"[2, 3, 4, 5, 9, 10]",2705,1965,1077421,1929630
6,"[2, 3, 4, 5, 9, 11]",3671,2333,1595869,2720278
6,"[2, 3, 4, 5, 10, 11]",3609,2332,1595776,2717946
6,"[2, 3, 4, 6, 7, 8]",3196,2162,1473640,2336041
6,"[2, 3, 4, 6, 7, 9]",3417,2258,1509475,2548153
6,"[2, 3, 4, 6, 7, 10]",3355,2186,1487616,2388205
6,"[2, 3, 4, 6, 7, 11]",4321,2575,2009965,3314025
6,"[2, 3, 4, 6, 8, 9]",2332,1835,1004830,1682695
6,"[2, 3, 4, 6, 8, 10]",2270,1817,990907,1649836
6,"[2, 3, 4, 6, 8, 11]",3236,2196,1517869,2410110
6,"[2, 3, 4, 6, 9, 10]",2491,1906,1026835,1815465
6,"[2, 3, 4, 6, 9, 11]",3457,2225,1536111,2474200
6,"[2, 3, 4, 6, 10, 11]",3395,2260,1539685,2552670
6,"[2, 3, 4, 7, 8, 9]",3266,2221,1492041,2465310
6,"[2, 3, 4, 7, 8, 10]",3204,2092,1466111,2187186
6,"[2, 3, 4, 7, 8, 11]",4170,2555,1999620,3262735
6,"[2, 3, 4, 7, 9, 10]",3425,2238,1505875,2503203
6,"[2, 3, 4, 7, 9, 11]",4391,2601,2019567,3381300
6,"[2, 3, 4, 7, 10, 11]",4329,2572,2013389,3306306
6,"[2, 3, 4, 8, 9, 10]",2340,1870,1009393,1747515
6,"[2, 3, 4, 8, 9, 11]",3306,2218,1527494,2458653
6,"[2, 3, 4, 8, 10, 11]",3244,2243,1529368,2514403
6,"[2, 3, 4, 9, 10, 11]",3465,2286,1549308,2611755
6,"[2, 3, 5, 6, 7, 8]",3343,2168,1492239,2349028
6,"[2, 3, 5, 6, 7, 9]",3564,2264,1528068,2561716
6,"[2, 3, 5, 6, 7, 10]",3502,2200,1506458,2418900
6,"[2, 3, 5, 6, 7, 11]",4468,2572,2026812,3306306
6,"[2, 3, 5, 6, 8, 9]",2479,1885,1043431,1775670
6,"[2, 3, 5, 6, 8, 10]",2417,1865,1029246,1738180
6,"[2, 3, 5, 6, 8, 11]",3383,2234,1554639,2494261
6,"[2, 3, 5, 6, 9, 10]",2638,1956,1065187,1911990
6,"[2, 3, 5, 6, 9, 11]",3604,2267,1572927,2568511
6,"[2, 3, 5, 6, 10, 11]",3542,2299,1576226,2641551
6,"[2, 3, 5, 7, 8, 9]",3413,2226,1510628,2476425
6,"[2, 3, 5, 7, 8, 10]",3351,2105,1484945,2214460
6,"[2, 3, 5, 7, 8, 11]",4317,2551,2016463,3252525
6,"[2, 3, 5, 7, 9, 10]",3572,2252,1524708,2534626
6,"[2, 3, 5, 7, 9, 11]",4538,2600,2036446,3378700
6,"[2, 3, 5, 7, 10, 11]",4476,2577,2030496,3319176
6,"[2, 3, 5, 8, 9, 10]",2487,1919,1047731,1840321
6,"[2, 3, 5, 8, 9, 11]",3453,2259,1564305,2550411
6,"[2, 3, 5, 8, 10, 11]",3391,2281,1565896,2600340
6,"[2, 3, 5, 9, 10, 11]",3612,2329,1585891,2710956
6,"[2, 3, 6, 7, 8, 9]",3199,2224,1488243,2471976
6,"[2, 3, 6, 7, 8, 10]",3137,2165,1467523,2342530
6,"[2, 3, 6, 7, 8, 11]",4103,2545,1988639,3237240
6,"[2, 3, 6, 7, 9, 10]",3358,2257,1503253,2545896
6,"[2, 3, 6, 7, 9, 11]",4324,2581,2006886,3329490
6,"[2, 3, 6, 7, 10, 11]",4262,2572,2003519,3306306
6,"[2, 3, 6, 8, 9, 10]",2273,1805,991638,1628110
6,"[2, 3, 6, 8, 9, 11]",3239,2092,1498833,2187186
6,"[2, 3, 6, 8, 10, 11]",3177,2160,1504384,2331720
6,"[2, 3, 6, 9, 10, 11]",3398,2192,1522621,2401336
6,"[2, 3, 7, 8, 9, 10]",3207,2220,1485834,2463090
6,"[2, 3, 7, 8, 9, 11]",4173,2571,1998263,3303735
6,"[2, 3, 7, 8, 10, 11]",4111,2552,1993198,3255076
6,"[2, 3, 7, 9, 10, 11]",4332,2601,2013130,3381300
6,"[2, 3, 8, 9, 10, 11]",3247,2186,1514025,2388205
6,"[2, 4, 5, 6, 7, 8]",2312,1657,807300,1371996
6,"[2, 4, 5, 6, 7, 9]",2533,1780,846810,1583310
6,"[2, 4, 5, 6, 7, 10]",2471,1674,821686,1400301
6,"[2, 4, 5, 6, 7, 11]",3437,2358,1496410,2778903
6,"[2, 4, 5, 6, 8, 9]",1448,1118,221545,624403
6,"[2, 4, 5, 6, 8, 10]",1386,1055,204089,555985
6,"[2, 4, 5, 6, 8, 11]",2352,1818,895023,1651653
6,"[2, 4, 5, 6, 9, 10]",1607,1183,243894,699153
6,"[2, 4, 5, 6, 9, 11]",2573,1854,914629,1717731
6,"[2, 4, 5, 6, 10, 11]",2511,1884,917358,1773786
6,"[2, 4, 5, 7, 8, 9]",2382,1720,826321,1478340
6,"[2, 4, 5, 7, 8, 10]",2320,1545,796916,1192740
6,"[2, 4, 5, 7, 8, 11]",3286,2332,1484337,2717946
6,"[2, 4, 5, 7, 9, 10]",2541,1734,840585,1502511
6,"[2, 4, 5, 7, 9, 11]",3507,2387,1505714,2847691
6,"[2, 4, 5, 7, 10, 11]",3445,2355,1498753,2771835
6,"[2, 4, 5, 8, 9, 10]",1456,1115,223216,621055
6,"[2, 4, 5, 8, 9, 11]",2422,1839,904236,1690041
6,"[2, 4, 5, 8, 10, 11]",2360,1858,905185,1725153
6,"[2, 4, 5, 9, 10, 11]",2581,1911,926588,1825005
6,"[2, 4, 6, 7, 8, 9]",2168,1712,795471,1464616
6,"[2, 4, 6, 7, 8, 10]",2106,1613,771314,1300078
6,"[2, 4, 6, 7, 8, 11]",3072,2316,1448053,2680770
6,"[2, 4, 6, 7, 9, 10]",2327,1735,810752,1504245
6,"[2, 4, 6, 7, 9, 11]",3293,2357,1467606,2776546
6,"[2, 4, 6, 7, 10, 11]",3231,2342,1463384,2741311
6,"[2, 4, 6, 8, 9, 10]",1242,955,153217,455535
6,"[2, 4, 6, 8, 9, 11]",2208,1632,825074,1330896
6,"[2, 4, 6, 8, 10, 11]",2146,1694,830025,1433971
6,"[2, 4, 6, 9, 10, 11]",2367,1731,849596,1497315
6,"[2, 4, 7, 8, 9, 10]",2176,1674,790273,1400301
6,"[2, 4, 7, 8, 9, 11]",3142,2342,1457333,2741311
6,"[2, 4, 7, 8, 10, 11]",3080,2315,1451331,2678455
6,"[2, 4, 7, 9, 10, 11]",3301,2370,1472662,2807265
6,"[2, 4, 8, 9, 10, 11]",2216,1716,839215,1471470
6,"[2, 5, 6, 7, 8, 9]",2315,1755,824619,1539135
6,"[2, 5, 6, 7, 8, 10]",2253,1663,800626,1381953
6,"[2, 5, 6, 7, 8, 11]",3219,2326,1474025,2703975
6,"[2, 5, 6, 7, 9, 10]",2474,1782,840034,1586871
6,"[2, 5, 6, 7, 9, 11]",3440,2367,1493600,2800161
6,"[2, 5, 6, 7, 10, 11]",3378,2360,1489537,2783620
6,"[2, 5, 6, 8, 9, 10]",1389,1102,208973,606651
6,"[2, 5, 6, 8, 9, 11]",2355,1743,877815,1518153
6,"[2, 5, 6, 8, 10, 11]",2293,1800,882344,1619100
6,"[2, 5, 6, 9, 10, 11]",2514,1840,901960,1691880
6,"[2, 5, 7, 8, 9, 10]",2323,1720,819554,1478340
6,"[2, 5, 7, 8, 9, 11]",3289,2353,1483332,2767128
6,"[2, 5, 7, 8, 10, 11]",3227,2332,1477479,2717946
6,"[2, 5, 7, 9, 10, 11]",3448,2390,1498842,2854855
6,"[2, 5, 8, 9, 10, 11]",2363,1824,891571,1662576
6,"[2, 6, 7, 8, 9, 10]",2109,1701,786892,1445850
6,"[2, 6, 7, 8, 9, 11]",3075,2305,1442400,2655360
6,"[2, 6, 7, 8, 10, 11]",3013,2303,1439380,2650753
6,"[2, 6, 7, 9, 10, 11]",3234,2346,1458921,2750685
6,"[2, 6, 8, 9, 10, 11]",2149,1576,808384,1241100
6,"[2, 7, 8, 9, 10, 11]",3083,2330,1448657,2713285
6,"[3, 4, 5, 6, 7, 8]",3614,2207,1513344,2434321
6,"[3, 4, 5, 6, 7, 9]",3835,2297,1549077,2636956
6,"[3, 4, 5, 6, 7, 10]",3773,2224,1526445,2471976
6,"[3, 4, 5, 6, 7, 11]",4739,2598,2047199,3373503
6,"[3, 4, 5, 6, 8, 9]",2750,1976,1077310,1951300
6,"[3, 4, 5, 6, 8, 10]",2688,1935,1061458,1871145
6,"[3, 4, 5, 6, 8, 11]",3654,2317,1587864,2683086
6,"[3, 4, 5, 6, 9, 10]",2909,2019,1097299,2037171
6,"[3, 4, 5, 6, 9, 11]",3875,2346,1606079,2750685
6,"[3, 4, 5, 6, 10, 11]",3813,2357,1607705,2776546
6,"[3, 4, 5, 7, 8, 9]",3684,2259,1531655,2550411
6,"[3, 4, 5, 7, 8, 10]",3622,2129,1504949,2265256
6,"[3, 4, 5, 7, 8, 11]",4588,2579,2036867,3324331
6,"[3, 4, 5, 7, 9, 10]",3843,2270,1544623,2575315
6,"[3, 4, 5, 7, 9, 11]",4809,2622,2056778,3436131
6,"[3, 4, 5, 7, 10, 11]",4747,2593,2049810,3360528
6,"[3, 4, 5, 8, 9, 10]",2758,1982,1079861,1963171
6,"[3, 4, 5, 8, 9, 11]",3724,2339,1597468,2734291
6,"[3, 4, 5, 8, 10, 11]",3662,2340,1597391,2736630
6,"[3, 4, 5, 9, 10, 11]",3883,2383,1617313,2838153
6,"[3, 4, 6, 7, 8, 9]",3470,2272,1511715,2579856
6,"[3, 4, 6, 7, 8, 10]",3408,2204,1489909,2427706
6,"[3, 4, 6, 7, 8, 11]",4374,2582,2011434,3332071
6,"[3, 4, 6, 7, 9, 10]",3629,2291,1525550,2623195
6,"[3, 4, 6, 7, 9, 11]",4595,2615,2029611,3417805
6,"[3, 4, 6, 7, 10, 11]",4533,2598,2025160,3373503
6,"[3, 4, 6, 8, 9, 10]",2544,1923,1029245,1848003
6,"[3, 4, 6, 8, 9, 11]",3510,2232,1537714,2489796
6,"[3, 4, 6, 8, 10, 11]",3448,2269,1541303,2573046
6,"[3, 4, 6, 9, 10, 11]",3669,2299,1559482,2641551
6,"[3, 4, 7, 8, 9, 10]",3478,2254,1508149,2539131
6,"[3, 4, 7, 8, 9, 11]",4444,2605,2021003,3391710
6,"[3, 4, 7, 8, 10, 11]",4382,2579,2014855,3324331
6,"[3, 4, 7, 9, 10, 11]",4603,2624,2034722,3441376
6,"[3, 4, 8, 9, 10, 11]",3518,2291,1550886,2623195
6,"[3, 5, 6, 7, 8, 9]",3617,2275,1530240,2586675
6,"[3, 5, 6, 7, 8, 10]",3555,2215,1508681,2452005
6,"[3, 5, 6, 7, 8, 11]",4521,2576,2028216,3316600
6,"[3, 5, 6, 7, 9, 10]",3776,2302,1544320,2648451
6,"[3, 5, 6, 7, 9, 11]",4742,2611,2046428,3407355
6,"[3, 5, 6, 7, 10, 11]",4680,2601,2042207,3381300
6,"[3, 5, 6, 8, 9, 10]",2691,1967,1067508,1933561
6,"[3, 5, 6, 8, 9, 11]",3657,2268,1574450,2570778
6,"[3, 5, 6, 8, 10, 11]",3595,2302,1577758,2648451
6,"[3, 5, 6, 9, 10, 11]",3816,2336,1595990,2727280
6,"[3, 5, 7, 8, 9, 10]",3625,2264,1526910,2561716
6,"[3, 5, 7, 8, 9, 11]",4591,2601,2037816,3381300
6,"[3, 5, 7, 8, 10, 11]",4529,2581,2031894,3329490
6,"[3, 5, 7, 9, 10, 11]",4750,2629,2051800,3454506
6,"[3, 5, 8, 9, 10, 11]",3665,2328,1587382,2708628
6,"[3, 6, 7, 8, 9, 10]",3411,2267,1505412,2568511
6,"[3, 6, 7, 8, 9, 11]",4377,2582,2008249,3332071
6,"[3, 6, 7, 8, 10, 11]",4315,2576,2004909,3316600
6,"[3, 6, 7, 9, 10, 11]",4536,2612,2023082,3409966
6,"[3, 6, 8, 9, 10, 11]",3451,2194,1524131,2405721
6,"[3, 7, 8, 9, 10, 11]",4385,2602,2014486,3383901
6,"[4, 5, 6, 7, 8, 9]",2586,1810,849738,1637145
6,"[4, 5, 6, 7, 8, 10]",2524,1708,824661,1457778
6,"[4, 5, 6, 7, 8, 11]",3490,2369,1498258,2804896
6,"[4, 5, 6, 7, 9, 10]",2745,1821,863987,1657110
6,"[4, 5, 6, 7, 9, 11]",3711,2409,1517782,2900436
6,"[4, 5, 6, 7, 10, 11]",3649,2391,1512626,2857245
6,"[4, 5, 6, 8, 9, 10]",1660,1217,247005,739936
6,"[4, 5, 6, 8, 9, 11]",2626,1867,916629,1741911
6,"[4, 5, 6, 8, 10, 11]",2564,1897,919361,1798356
6,"[4, 5, 6, 9, 10, 11]",2785,1934,938918,1869211
6,"[4, 5, 7, 8, 9, 10]",2594,1763,843536,1553203
6,"[4, 5, 7, 8, 9, 11]",3560,2395,1507531,2866815
6,"[4, 5, 7, 8, 10, 11]",3498,2364,1500589,2793066
6,"[4, 5, 7, 9, 10, 11]",3719,2420,1521902,2926990
6,"[4, 5, 8, 9, 10, 11]",2634,1920,928553,1842240
6,"[4, 6, 7, 8, 9, 10]",2380,1764,813671,1554966
6,"[4, 6, 7, 8, 9, 11]",3346,2366,1469425,2797795
6,"[4, 6, 7, 8, 10, 11]",3284,2352,1465221,2764776
6,"[4, 6, 7, 9, 10, 11]",3505,2393,1484711,2862028
6,"[4, 6, 8, 9, 10, 11]",2420,1743,851577,1518153
6,"[4, 7, 8, 9, 10, 11]",3354,2378,1474469,2826253
6,"[5, 6, 7, 8, 9, 10]",2527,1806,842879,1629915
6,"[5, 6, 7, 8, 9, 11]",3493,2371,1495349,2809635
6,"[5, 6, 7, 8, 10, 11]",3431,2364,1491297,2793066
6,"[5, 6, 7, 9, 10, 11]",3652,2406,1510816,2893215
6,"[5, 6, 8, 9, 10, 11]",2567,1843,903845,1697403
6,"[5, 7, 8, 9, 10, 11]",3501,2391,1500570,2857245
6,"[6, 7, 8, 9, 10, 11]",3287,2349,1460654,2757726
7,"[0, 1, 2, 3, 4, 5, 6]",3220,2031,1187913,2061465
7,"[0, 1, 2, 3, 4, 5, 7]",4154,2149,1582836,2308026
7,"[0, 1, 2, 3, 4, 5, 8]",3069,1936,1166296,1873080
7,"[0, 1, 2, 3, 4, 5, 9]",3290,2079,1205926,2160081
7,"[0, 1, 2, 3, 4, 5, 10]",3228,1944,1178554,1888596
7,"[0, 1, 2, 3, 4, 5, 11]",4194,2443,1721796,2982903
7,"[0, 1, 2, 3, 4, 6, 7]",3940,2243,1572509,2514403
7,"[0, 1, 2, 3, 4, 6, 8]",2855,1978,1129116,1955253
7,"[0, 1, 2, 3, 4, 6, 9]",3076,2069,1164732,2139346
7,"[0, 1, 2, 3, 4, 6, 10]",3014,1994,1142246,1987021
7,"[0, 1, 2, 3, 4, 6, 11]",3980,2413,1675013,2910078
7,"[0, 1, 2, 3, 4, 7, 8]",3789,2143,1550921,2295153
7,"[0, 1, 2, 3, 4, 7, 9]",4010,2289,1590362,2618616
7,"[0, 1, 2, 3, 4, 7, 10]",3948,2148,1560259,2305878
7,"[0, 1, 2, 3, 4, 7, 11]",4914,2619,2095544,3428271
7,"[0, 1, 2, 3, 4, 8, 9]",2925,2030,1147195,2059435
7,"[0, 1, 2, 3, 4, 8, 10]",2863,1899,1120655,1802151
7,"[0, 1, 2, 3, 4, 8, 11]",3829,2397,1664651,2871606
7,"[0, 1, 2, 3, 4, 9, 10]",3084,2039,1160199,2077741
7,"[0, 1, 2, 3, 4, 9, 11]",4050,2433,1684191,2958528
7,"[0, 1, 2, 3, 4, 10, 11]",3988,2406,1677582,2893215
7,"[0, 1, 2, 3, 5, 6, 7]",4087,2247,1591731,2523381
7,"[0, 1, 2, 3, 5, 6, 8]",3002,2017,1167730,2033136
7,"[0, 1, 2, 3, 5, 6, 9]",3223,2107,1203347,2218671
7,"[0, 1, 2, 3, 5, 6, 10]",3161,2035,1180690,2069595
7,"[0, 1, 2, 3, 5, 6, 11]",4127,2445,1711858,2987790
7,"[0, 1, 2, 3, 5, 7, 8]",3936,2148,1570155,2305878
7,"[0, 1, 2, 3, 5, 7, 9]",4157,2292,1609582,2625486
7,"[0, 1, 2, 3, 5, 7, 10]",4095,2157,1579496,2325246
7,"[0, 1, 2, 3, 5, 7, 11]",5061,2618,2113081,3425653
7,"[0, 1, 2, 3, 5, 8, 9]",3072,2068,1185815,2137278
7,"[0, 1, 2, 3, 5, 8, 10]",3010,1941,1159102,1882770
7,"[0, 1, 2, 3, 5, 8, 11]",3976,2430,1701505,2951235
7,"[0, 1, 2, 3, 5, 9, 10]",3231,2080,1198649,2162160
7,"[0, 1, 2, 3, 5, 9, 11]",4197,2468,1721088,3044278
7,"[0, 1, 2, 3, 5, 10, 11]",4135,2441,1714281,2978020
7,"[0, 1, 2, 3, 6, 7, 8]",3722,2229,1558074,2483106
7,"[0, 1, 2, 3, 6, 7, 9]",3943,2321,1593494,2692360
7,"[0, 1, 2, 3, 6, 7, 10]",3881,2244,1567979,2516646
7,"[0, 1, 2, 3, 6, 7, 11]",4847,2628,2091378,3451878
7,"[0, 1, 2, 3, 6, 8, 9]",2858,2032,1140909,2063496
7,"[0, 1, 2, 3, 6, 8, 10]",2796,1964,1119148,1927666
7,"[0, 1, 2, 3, 6, 8, 11]",3762,2378,1651087,2826253
7,"[0, 1, 2, 3, 6, 9, 10]",3017,2050,1154675,2100225
7,"[0, 1, 2, 3, 6, 9, 11]",3983,2405,1668944,2890810
7,"[0, 1, 2, 3, 6, 10, 11]",3921,2391,1664720,2857245
7,"[0, 1, 2, 3, 7, 8, 9]",3792,2280,1575999,2598060
7,"[0, 1, 2, 3, 7, 8, 10]",3730,2147,1546435,2303731
7,"[0, 1, 2, 3, 7, 8, 11]",4696,2609,2081034,3402136
7,"[0, 1, 2, 3, 7, 9, 10]",3951,2287,1585768,2614041
7,"[0, 1, 2, 3, 7, 9, 11]",4917,2651,2100572,3512575
7,"[0, 1, 2, 3, 7, 10, 11]",4855,2616,2090773,3420420
7,"[0, 1, 2, 3, 8, 9, 10]",2866,2012,1137167,2023066
7,"[0, 1, 2, 3, 8, 9, 11]",3832,2398,1660301,2874003
7,"[0, 1, 2, 3, 8, 10, 11]",3770,2377,1654399,2823876
7,"[0, 1, 2, 3, 9, 10, 11]",3991,2415,1673938,2914905
7,"[0, 1, 2, 4, 5, 6, 7]",3056,1772,922714,1569106
7,"[0, 1, 2, 4, 5, 6, 8]",1971,1303,364418,848253
7,"[0, 1, 2, 4, 5, 6, 9]",2192,1422,403771,1010331
7,"[0, 1, 2, 4, 5, 6, 10]",2130,1315,378124,863955
7,"[0, 1, 2, 4, 5, 6, 11]",3096,2091,1072809,2185095
7,"[0, 1, 2, 4, 5, 7, 8]",2905,1638,897852,1340703
7,"[0, 1, 2, 4, 5, 7, 9]",3126,1818,941066,1651653
7,"[0, 1, 2, 4, 5, 7, 10]",3064,1635,907531,1335795
7,"[0, 1, 2, 4, 5, 7, 11]",4030,2422,1595498,2931831
7,"[0, 1, 2, 4, 5, 8, 9]",2041,1347,382960,906531
7,"[0, 1, 2, 4, 5, 8, 10]",1979,1174,353056,688551
7,"[0, 1, 2, 4, 5, 8, 11]",2945,2061,1060551,2122830
7,"[0, 1, 2, 4, 5, 9, 10]",2200,1359,396568,922761
7,"[0, 1, 2, 4, 5, 9, 11]",3166,2102,1081453,2208151
7,"[0, 1, 2, 4, 5, 10, 11]",3104,2083,1074314,2168403
7,"[0, 1, 2, 4, 6, 7, 8]",2691,1733,877728,1500778
7,"[0, 1, 2, 4, 6, 7, 9]",2912,1849,916738,1708476
7,"[0, 1, 2, 4, 6, 7, 10]",2850,1738,888065,1509453
7,"[0, 1, 2, 4, 6, 7, 11]",3816,2430,1565528,2951235
7,"[0, 1, 2, 4, 6, 8, 9]",1827,1267,323730,802011
7,"[0, 1, 2, 4, 6, 8, 10]",1765,1163,299038,675703
7,"[0, 1, 2, 4, 6, 8, 11]",2731,1965,996030,1929630
7,"[0, 1, 2, 4, 6, 9, 10]",1986,1284,338342,823686
7,"[0, 1, 2, 4, 6, 9, 11]",2952,1994,1015126,1987021
7,"[0, 1, 2, 4, 6, 10, 11]",2890,1988,1010703,1975078
7,"[0, 1, 2, 4, 7, 8, 9]",2761,1783,896155,1588653
7,"[0, 1, 2, 4, 7, 8, 10]",2699,1604,863226,1285606
7,"[0, 1, 2, 4, 7, 8, 11]",3665,2402,1553419,2883601
7,"[0, 1, 2, 4, 7, 9, 10]",2920,1783,906373,1588653
7,"[0, 1, 2, 4, 7, 9, 11]",3886,2446,1574257,2990235
7,"[0, 1, 2, 4, 7, 10, 11]",3824,2412,1563812,2907666
7,"[0, 1, 2, 4, 8, 9, 10]",1835,1208,317540,729028
7,"[0, 1, 2, 4, 8, 9, 11]",2801,1972,1004640,1943406
7,"[0, 1, 2, 4, 8, 10, 11]",2739,1959,998468,1917861
7,"[0, 1, 2, 4, 9, 10, 11]",2960,2001,1019339,2001000
7,"[0, 1, 2, 5, 6, 7, 8]",2838,1767,907264,1560261
7,"[0, 1, 2, 5, 6, 7, 9]",3059,1878,946230,1762503
7,"[0, 1, 2, 5, 6, 7, 10]",2997,1772,917501,1569106
7,"[0, 1, 2, 5, 6, 7, 11]",3963,2436,1591943,2965830
7,"[0, 1, 2, 5, 6, 8, 9]",1974,1393,379474,969528
7,"[0, 1, 2, 5, 6, 8, 10]",1912,1291,354518,832695
7,"[0, 1, 2, 5, 6, 8, 11]",2878,2059,1048405,2118711
7,"[0, 1, 2, 5, 6, 9, 10]",2133,1409,393800,991936
7,"[0, 1, 2, 5, 6, 9, 11]",3099,2089,1067536,2180916
7,"[0, 1, 2, 5, 6, 10, 11]",3037,2083,1062834,2168403
7,"[0, 1, 2, 5, 7, 8, 9]",2908,1814,925670,1644391
7,"[0, 1, 2, 5, 7, 8, 10]",2846,1640,892678,1343980
7,"[0, 1, 2, 5, 7, 8, 11]",3812,2410,1579855,2902845
7,"[0, 1, 2, 5, 7, 9, 10]",3067,1815,935791,1646205
7,"[0, 1, 2, 5, 7, 9, 11]",4033,2455,1600714,3012285
7,"[0, 1, 2, 5, 7, 10, 11]",3971,2423,1590190,2934253
7,"[0, 1, 2, 5, 8, 9, 10]",1982,1335,373010,890445
7,"[0, 1, 2, 5, 8, 9, 11]",2948,2069,1057068,2139346
7,"[0, 1, 2, 5, 8, 10, 11]",2886,2055,1050607,2110485
7,"[0, 1, 2, 5, 9, 10, 11]",3107,2100,1071520,2203950
7,"[0, 1, 2, 6, 7, 8, 9]",2694,1834,899291,1680861
7,"[0, 1, 2, 6, 7, 8, 10]",2632,1727,871180,1490401
7,"[0, 1, 2, 6, 7, 8, 11]",3598,2410,1547929,2902845
7,"[0, 1, 2, 6, 7, 9, 10]",2853,1840,910093,1691880
7,"[0, 1, 2, 6, 7, 9, 11]",3819,2444,1566993,2985346
7,"[0, 1, 2, 6, 7, 10, 11]",3757,2423,1558850,2934253
7,"[0, 1, 2, 6, 8, 9, 10]",1768,1226,310563,750925
7,"[0, 1, 2, 6, 8, 9, 11]",2734,1931,986540,1863415
7,"[0, 1, 2, 6, 8, 10, 11]",2672,1930,982881,1861485
7,"[0, 1, 2, 6, 9, 10, 11]",2893,1962,1001983,1923741
7,"[0, 1, 2, 7, 8, 9, 10]",2702,1775,889540,1574425
7,"[0, 1, 2, 7, 8, 9, 11]",3668,2427,1556679,2943951
7,"[0, 1, 2, 7, 8, 10, 11]",3606,2396,1546776,2869210
7,"[0, 1, 2, 7, 9, 10, 11]",3827,2443,1567607,2982903
7,"[0, 1, 2, 8, 9, 10, 11]",2742,1942,991531,1884711
7,"[0, 1, 3, 4, 5, 6, 7]",4358,2266,1606652,2566245
7,"[0, 1, 3, 4, 5, 6, 8]",3273,2050,1190280,2100225
7,"[0, 1, 3, 4, 5, 6, 9]",3494,2136,1225803,2280180
7,"[0, 1, 3, 4, 5, 6, 10]",3432,2061,1202535,2122830
7,"[0, 1, 3, 4, 5, 6, 11]",4398,2467,1733705,3041811
7,"[0, 1, 3, 4, 5, 7, 8]",4207,2165,1585075,2342530
7,"[0, 1, 3, 4, 5, 7, 9]",4428,2306,1624419,2657665
7,"[0, 1, 3, 4, 5, 7, 10]",4366,2168,1593873,2349028
7,"[0, 1, 3, 4, 5, 7, 11]",5332,2627,2127339,3449251
7,"[0, 1, 3, 4, 5, 8, 9]",3343,2096,1208271,2195560
7,"[0, 1, 3, 4, 5, 8, 10]",3281,1965,1180946,1929630
7,"[0, 1, 3, 4, 5, 8, 11]",4247,2452,1723352,3004926
7,"[0, 1, 3, 4, 5, 9, 10]",3502,2102,1220408,2208151
7,"[0, 1, 3, 4, 5, 9, 11]",4468,2487,1742866,3091341
7,"[0, 1, 3, 4, 5, 10, 11]",4406,2459,1735449,3022111
7,"[0, 1, 3, 4, 6, 7, 8]",3993,2255,1574698,2541385
7,"[0, 1, 3, 4, 6, 7, 9]",4214,2344,1610032,2745996
7,"[0, 1, 3, 4, 6, 7, 10]",4152,2264,1584039,2561716
7,"[0, 1, 3, 4, 6, 7, 11]",5118,2643,2107291,3491403
7,"[0, 1, 3, 4, 6, 8, 9]",3129,2085,1167045,2172570
7,"[0, 1, 3, 4, 6, 8, 10]",3067,2012,1144599,2023066
7,"[0, 1, 3, 4, 6, 8, 11]",4033,2422,1676569,2931831
7,"[0, 1, 3, 4, 6, 9, 10]",3288,2096,1180046,2195560
7,"[0, 1, 3, 4, 6, 9, 11]",4254,2448,1694366,2995128
7,"[0, 1, 3, 4, 6, 10, 11]",4192,2430,1689454,2951235
7,"[0, 1, 3, 4, 7, 8, 9]",4063,2302,1592539,2648451
7,"[0, 1, 3, 4, 7, 8, 10]",4001,2165,1562495,2342530
7,"[0, 1, 3, 4, 7, 8, 11]",4967,2624,2096949,3441376
7,"[0, 1, 3, 4, 7, 9, 10]",4222,2304,1601752,2653056
7,"[0, 1, 3, 4, 7, 9, 11]",5188,2663,2116423,3544453
7,"[0, 1, 3, 4, 7, 10, 11]",5126,2628,2106150,3451878
7,"[0, 1, 3, 4, 8, 9, 10]",3137,2056,1162531,2112540
7,"[0, 1, 3, 4, 8, 9, 11]",4103,2440,1685713,2975580
7,"[0, 1, 3, 4, 8, 10, 11]",4041,2415,1679126,2914905
7,"[0, 1, 3, 4, 9, 10, 11]",4262,2452,1698609,3004926
7,"[0, 1, 3, 5, 6, 7, 8]",4140,2258,1593867,2548153
7,"[0, 1, 3, 5, 6, 7, 9]",4361,2345,1629189,2748340
7,"[0, 1, 3, 5, 6, 7, 10]",4299,2270,1603212,2575315
7,"[0, 1, 3, 5, 6, 7, 11]",5265,2640,2124765,3483480
7,"[0, 1, 3, 5, 6, 8, 9]",3276,2121,1205599,2248260
7,"[0, 1, 3, 5, 6, 8, 10]",3214,2051,1182979,2102275
7,"[0, 1, 3, 5, 6, 8, 11]",4180,2452,1713356,3004926
7,"[0, 1, 3, 5, 6, 9, 10]",3435,2134,1218430,2275911
7,"[0, 1, 3, 5, 6, 9, 11]",4401,2480,1731197,3073960
7,"[0, 1, 3, 5, 6, 10, 11]",4339,2462,1726088,3029491
