subset_size,subset_indices,AV,CC,PAIRS,CONS
7,"[0, 1, 3, 5, 7, 8, 9]",4210,2303,1611704,2650753
7,"[0, 1, 3, 5, 7, 8, 10]",4148,2172,1581675,2357706
7,"[0, 1, 3, 5, 7, 8, 11]",5114,2622,2114435,3436131
7,"[0, 1, 3, 5, 7, 9, 10]",4369,2309,1620922,2664586
7,"[0, 1, 3, 5, 7, 9, 11]",5335,2662,2133938,3541791
7,"[0, 1, 3, 5, 7, 10, 11]",5273,2629,2123655,3454506
7,"[0, 1, 3, 5, 8, 9, 10]",3284,2094,1200915,2191371
7,"[0, 1, 3, 5, 8, 9, 11]",4250,2473,1722551,3056628
7,"[0, 1, 3, 5, 8, 10, 11]",4188,2448,1715763,2995128
7,"[0, 1, 3, 5, 9, 10, 11]",4409,2487,1735291,3091341
7,"[0, 1, 3, 6, 7, 8, 9]",3996,2329,1595571,2710956
7,"[0, 1, 3, 6, 7, 8, 10]",3934,2254,1570106,2539131
7,"[0, 1, 3, 6, 7, 8, 11]",4900,2631,2092721,3459765
7,"[0, 1, 3, 6, 7, 9, 10]",4155,2338,1605344,2731953
7,"[0, 1, 3, 6, 7, 9, 11]",5121,2663,2110518,3544453
7,"[0, 1, 3, 6, 7, 10, 11]",5059,2637,2102421,3475566
7,"[0, 1, 3, 6, 8, 9, 10]",3070,2063,1156916,2126953
7,"[0, 1, 3, 6, 8, 9, 11]",4036,2412,1670422,2907666
7,"[0, 1, 3, 6, 8, 10, 11]",3974,2399,1666211,2876401
7,"[0, 1, 3, 6, 9, 10, 11]",4195,2427,1684016,2943951
7,"[0, 1, 3, 7, 8, 9, 10]",4004,2298,1587882,2639253
7,"[0, 1, 3, 7, 8, 9, 11]",4970,2653,2101887,3517878
7,"[0, 1, 3, 7, 8, 10, 11]",4908,2620,2092117,3430890
7,"[0, 1, 3, 7, 9, 10, 11]",5129,2662,2111587,3541791
7,"[0, 1, 3, 8, 9, 10, 11]",4044,2421,1675394,2929410
7,"[0, 1, 4, 5, 6, 7, 8]",3109,1801,925569,1620900
7,"[0, 1, 4, 5, 6, 7, 9]",3330,1908,964458,1819278
7,"[0, 1, 4, 5, 6, 7, 10]",3268,1799,935240,1617301
7,"[0, 1, 4, 5, 6, 7, 11]",4234,2458,1609345,3019653
7,"[0, 1, 4, 5, 6, 8, 9]",2245,1453,406745,1054878
7,"[0, 1, 4, 5, 6, 8, 10]",2183,1349,381134,909226
7,"[0, 1, 4, 5, 6, 8, 11]",3149,2103,1074714,2210253
7,"[0, 1, 4, 5, 6, 9, 10]",2404,1461,420329,1066530
7,"[0, 1, 4, 5, 6, 9, 11]",3370,2132,1093790,2271646
7,"[0, 1, 4, 5, 6, 10, 11]",3308,2122,1088420,2250381
7,"[0, 1, 4, 5, 7, 8, 9]",3179,1845,943905,1701090
7,"[0, 1, 4, 5, 7, 8, 10]",3117,1666,910424,1386945
7,"[0, 1, 4, 5, 7, 8, 11]",4083,2431,1597259,2953665
7,"[0, 1, 4, 5, 7, 9, 10]",3338,1841,953468,1693720
7,"[0, 1, 4, 5, 7, 9, 11]",4304,2475,1618071,3061575
7,"[0, 1, 4, 5, 7, 10, 11]",4242,2441,1607054,2978020
7,"[0, 1, 4, 5, 8, 9, 10]",2253,1389,399552,963966
7,"[0, 1, 4, 5, 8, 9, 11]",3219,2112,1083326,2229216
7,"[0, 1, 4, 5, 8, 10, 11]",3157,2094,1076201,2191371
7,"[0, 1, 4, 5, 9, 10, 11]",3378,2138,1097061,2284453
7,"[0, 1, 4, 6, 7, 8, 9]",2965,1875,919542,1756875
7,"[0, 1, 4, 6, 7, 8, 10]",2903,1767,890918,1560261
7,"[0, 1, 4, 6, 7, 8, 11]",3869,2439,1567287,2973141
7,"[0, 1, 4, 6, 7, 9, 10]",3124,1874,929749,1755001
7,"[0, 1, 4, 6, 7, 9, 11]",4090,2472,1586301,3054156
7,"[0, 1, 4, 6, 7, 10, 11]",4028,2449,1577636,2997576
7,"[0, 1, 4, 6, 8, 9, 10]",2039,1314,341303,862641
7,"[0, 1, 4, 6, 8, 9, 11]",3005,2006,1017012,2011015
7,"[0, 1, 4, 6, 8, 10, 11]",2943,2000,1012599,1999000
7,"[0, 1, 4, 6, 9, 10, 11]",3164,2031,1031653,2061465
7,"[0, 1, 4, 7, 8, 9, 10]",2973,1812,909211,1640766
7,"[0, 1, 4, 7, 8, 9, 11]",3939,2455,1575992,3012285
7,"[0, 1, 4, 7, 8, 10, 11]",3877,2422,1565570,2931831
7,"[0, 1, 4, 7, 9, 10, 11]",4098,2468,1586354,3044278
7,"[0, 1, 4, 8, 9, 10, 11]",3013,2012,1021204,2023066
7,"[0, 1, 5, 6, 7, 8, 9]",3112,1901,948978,1805950
7,"[0, 1, 5, 6, 7, 8, 10]",3050,1797,920291,1613706
7,"[0, 1, 5, 6, 7, 8, 11]",4016,2441,1593643,2978020
7,"[0, 1, 5, 6, 7, 9, 10]",3271,1901,959091,1805950
7,"[0, 1, 5, 6, 7, 9, 11]",4237,2474,1612678,3059101
7,"[0, 1, 5, 6, 7, 10, 11]",4175,2453,1603936,3007378
7,"[0, 1, 5, 6, 8, 9, 10]",2186,1434,396689,1027461
7,"[0, 1, 5, 6, 8, 9, 11]",3152,2096,1069355,2195560
7,"[0, 1, 5, 6, 8, 10, 11]",3090,2089,1064655,2180916
7,"[0, 1, 5, 6, 9, 10, 11]",3311,2122,1083750,2250381
7,"[0, 1, 5, 7, 8, 9, 10]",3120,1839,938564,1690041
7,"[0, 1, 5, 7, 8, 9, 11]",4086,2459,1602388,3022111
7,"[0, 1, 5, 7, 8, 10, 11]",4024,2427,1591880,2943951
7,"[0, 1, 5, 7, 9, 10, 11]",4245,2475,1612692,3061575
7,"[0, 1, 5, 8, 9, 10, 11]",3160,2104,1073308,2212356
7,"[0, 1, 6, 7, 8, 9, 10]",2906,1861,912829,1730730
7,"[0, 1, 6, 7, 8, 9, 11]",3872,2449,1568669,2997576
7,"[0, 1, 6, 7, 8, 10, 11]",3810,2427,1560538,2943951
7,"[0, 1, 6, 7, 9, 10, 11]",4031,2463,1579554,3031953
7,"[0, 1, 6, 8, 9, 10, 11]",2946,1969,1003793,1937496
7,"[0, 1, 7, 8, 9, 10, 11]",3880,2447,1569270,2992681
7,"[0, 2, 3, 4, 5, 6, 7]",4198,2265,1603372,2563980
7,"[0, 2, 3, 4, 5, 6, 8]",3113,2030,1181925,2059435
7,"[0, 2, 3, 4, 5, 6, 9]",3334,2117,1217469,2239786
7,"[0, 2, 3, 4, 5, 6, 10]",3272,2046,1194802,2092035
7,"[0, 2, 3, 4, 5, 6, 11]",4238,2448,1725396,2995128
7,"[0, 2, 3, 4, 5, 7, 8]",4047,2167,1581807,2346861
7,"[0, 2, 3, 4, 5, 7, 9]",4268,2309,1621172,2664586
7,"[0, 2, 3, 4, 5, 7, 10]",4206,2171,1590889,2355535
7,"[0, 2, 3, 4, 5, 7, 11]",5172,2627,2124099,3449251
7,"[0, 2, 3, 4, 5, 8, 9]",3183,2079,1199947,2160081
7,"[0, 2, 3, 4, 5, 8, 10]",3121,1953,1173227,1906128
7,"[0, 2, 3, 4, 5, 8, 11]",4087,2433,1715049,2958528
7,"[0, 2, 3, 4, 5, 9, 10]",3342,2090,1212707,2183005
7,"[0, 2, 3, 4, 5, 9, 11]",4308,2469,1734577,3046746
7,"[0, 2, 3, 4, 5, 10, 11]",4246,2445,1727763,2987790
7,"[0, 2, 3, 4, 6, 7, 8]",3833,2248,1570350,2525628
7,"[0, 2, 3, 4, 6, 7, 9]",4054,2338,1605706,2731953
7,"[0, 2, 3, 4, 6, 7, 10]",3992,2259,1580071,2550411
7,"[0, 2, 3, 4, 6, 7, 11]",4958,2638,2103005,3478203
7,"[0, 2, 3, 4, 6, 8, 9]",2969,2045,1156372,2089990
7,"[0, 2, 3, 4, 6, 8, 10]",2907,1980,1134757,1959210
7,"[0, 2, 3, 4, 6, 8, 11]",3873,2384,1665950,2840536
7,"[0, 2, 3, 4, 6, 9, 10]",3128,2065,1170224,2131080
7,"[0, 2, 3, 4, 6, 9, 11]",4094,2410,1683760,2902845
7,"[0, 2, 3, 4, 6, 10, 11]",4032,2401,1679680,2881200
7,"[0, 2, 3, 4, 7, 8, 9]",3903,2298,1588222,2639253
7,"[0, 2, 3, 4, 7, 8, 10]",3841,2163,1558540,2338203
7,"[0, 2, 3, 4, 7, 8, 11]",4807,2619,2092668,3428271
7,"[0, 2, 3, 4, 7, 9, 10]",4062,2302,1597816,2648451
7,"[0, 2, 3, 4, 7, 9, 11]",5028,2659,2112157,3533811
7,"[0, 2, 3, 4, 7, 10, 11]",4966,2625,2102244,3444000
7,"[0, 2, 3, 4, 8, 9, 10]",2977,2027,1152720,2053351
7,"[0, 2, 3, 4, 8, 9, 11]",3943,2402,1675112,2883601
7,"[0, 2, 3, 4, 8, 10, 11]",3881,2386,1669359,2845305
7,"[0, 2, 3, 4, 9, 10, 11]",4102,2423,1688854,2934253
7,"[0, 2, 3, 5, 6, 7, 8]",3980,2258,1590506,2548153
7,"[0, 2, 3, 5, 6, 7, 9]",4201,2346,1625850,2750685
7,"[0, 2, 3, 5, 6, 7, 10]",4139,2271,1600145,2577585
7,"[0, 2, 3, 5, 6, 7, 11]",5105,2640,2121444,3483480
7,"[0, 2, 3, 5, 6, 8, 9]",3116,2098,1196734,2199753
7,"[0, 2, 3, 5, 6, 8, 10]",3054,2032,1174783,2063496
7,"[0, 2, 3, 5, 6, 8, 11]",4020,2428,1704521,2946378
7,"[0, 2, 3, 5, 6, 9, 10]",3275,2117,1210256,2239786
7,"[0, 2, 3, 5, 6, 9, 11]",4241,2457,1722373,3017196
7,"[0, 2, 3, 5, 6, 10, 11]",4179,2444,1717938,2985346
7,"[0, 2, 3, 5, 7, 8, 9]",4050,2306,1608374,2657665
7,"[0, 2, 3, 5, 7, 8, 10]",3988,2176,1578621,2366400
7,"[0, 2, 3, 5, 7, 8, 11]",4954,2622,2111119,3436131
7,"[0, 2, 3, 5, 7, 9, 10]",4209,2313,1617887,2673828
7,"[0, 2, 3, 5, 7, 9, 11]",5175,2663,2130637,3544453
7,"[0, 2, 3, 5, 7, 10, 11]",5113,2630,2120628,3457135
7,"[0, 2, 3, 5, 8, 9, 10]",3124,2079,1192752,2160081
7,"[0, 2, 3, 5, 8, 9, 11]",4090,2450,1713736,3000025
7,"[0, 2, 3, 5, 8, 10, 11]",4028,2430,1707620,2951235
7,"[0, 2, 3, 5, 9, 10, 11]",4249,2470,1727162,3049215
7,"[0, 2, 3, 6, 7, 8, 9]",3836,2325,1591163,2701650
7,"[0, 2, 3, 6, 7, 8, 10]",3774,2251,1566068,2532375
7,"[0, 2, 3, 6, 7, 8, 11]",4740,2627,2088359,3449251
7,"[0, 2, 3, 6, 7, 9, 10]",3995,2336,1601327,2727280
7,"[0, 2, 3, 6, 7, 9, 11]",4961,2659,2106170,3533811
7,"[0, 2, 3, 6, 7, 10, 11]",4899,2635,2098444,3470295
7,"[0, 2, 3, 6, 8, 9, 10]",2910,2027,1146505,2053351
7,"[0, 2, 3, 6, 8, 9, 11]",3876,2367,1659163,2800161
7,"[0, 2, 3, 6, 8, 10, 11]",3814,2363,1655852,2790703
7,"[0, 2, 3, 6, 9, 10, 11]",4035,2392,1673671,2859636
7,"[0, 2, 3, 7, 8, 9, 10]",3844,2298,1583875,2639253
7,"[0, 2, 3, 7, 8, 9, 11]",4810,2649,2097543,3507276
7,"[0, 2, 3, 7, 8, 10, 11]",4748,2618,2088146,3425653
7,"[0, 2, 3, 7, 9, 10, 11]",4969,2660,2107629,3536470
7,"[0, 2, 3, 8, 9, 10, 11]",3884,2386,1665055,2845305
7,"[0, 2, 4, 5, 6, 7, 8]",2949,1796,921648,1611910
7,"[0, 2, 4, 5, 6, 7, 9]",3170,1906,960566,1815465
7,"[0, 2, 4, 5, 6, 7, 10]",3108,1798,931631,1615503
7,"[0, 2, 4, 5, 6, 7, 11]",4074,2454,1605509,3009831
7,"[0, 2, 4, 5, 6, 8, 9]",2085,1421,397296,1008910
7,"[0, 2, 4, 5, 6, 8, 10]",2023,1322,372321,873181
7,"[0, 2, 4, 5, 6, 8, 11]",2989,2073,1065350,2147628
7,"[0, 2, 4, 5, 6, 9, 10]",2244,1437,411543,1031766
7,"[0, 2, 4, 5, 6, 9, 11]",3210,2102,1084439,2208151
7,"[0, 2, 4, 5, 6, 10, 11]",3148,2097,1079700,2197656
7,"[0, 2, 4, 5, 7, 8, 9]",3019,1842,940013,1695561
7,"[0, 2, 4, 5, 7, 8, 10]",2957,1667,906822,1388611
7,"[0, 2, 4, 5, 7, 8, 11]",3923,2428,1593429,2946378
7,"[0, 2, 4, 5, 7, 9, 10]",3178,1842,949889,1695561
7,"[0, 2, 4, 5, 7, 9, 11]",4144,2472,1614254,3054156
7,"[0, 2, 4, 5, 7, 10, 11]",4082,2439,1603518,2973141
7,"[0, 2, 4, 5, 8, 9, 10]",2093,1364,390768,929566
7,"[0, 2, 4, 5, 8, 9, 11]",3059,2082,1073979,2166321
7,"[0, 2, 4, 5, 8, 10, 11]",2997,2070,1067489,2141415
7,"[0, 2, 4, 5, 9, 10, 11]",3218,2113,1088359,2231328
7,"[0, 2, 4, 6, 7, 8, 9]",2805,1859,914380,1727011
7,"[0, 2, 4, 6, 7, 8, 10]",2743,1754,886150,1537381
7,"[0, 2, 4, 6, 7, 8, 11]",3709,2427,1562234,2943951
7,"[0, 2, 4, 6, 7, 9, 10]",2964,1865,925011,1738180
7,"[0, 2, 4, 6, 7, 9, 11]",3930,2460,1581262,3024570
7,"[0, 2, 4, 6, 7, 10, 11]",3868,2439,1572983,2973141
7,"[0, 2, 4, 6, 8, 9, 10]",1879,1262,330117,795691
7,"[0, 2, 4, 6, 8, 9, 11]",2845,1949,1005055,1898326
7,"[0, 2, 4, 6, 8, 10, 11]",2783,1953,1001535,1906128
7,"[0, 2, 4, 6, 9, 10, 11]",3004,1984,1020601,1967136
7,"[0, 2, 4, 7, 8, 9, 10]",2813,1801,904472,1620900
7,"[0, 2, 4, 7, 8, 9, 11]",3779,2443,1570956,2982903
7,"[0, 2, 4, 7, 8, 10, 11]",3717,2413,1560924,2910078
7,"[0, 2, 4, 7, 9, 10, 11]",3938,2458,1581719,3019653
7,"[0, 2, 4, 8, 9, 10, 11]",2853,1965,1010157,1929630
7,"[0, 2, 5, 6, 7, 8, 9]",2952,1901,945007,1805950
7,"[0, 2, 5, 6, 7, 8, 10]",2890,1798,916615,1615503
7,"[0, 2, 5, 6, 7, 8, 11]",3856,2441,1589742,2978020
7,"[0, 2, 5, 6, 7, 9, 10]",3111,1905,955443,1813560
7,"[0, 2, 5, 6, 7, 9, 11]",4077,2474,1608791,3059101
7,"[0, 2, 5, 6, 7, 10, 11]",4015,2454,1600339,3009831
7,"[0, 2, 5, 6, 8, 9, 10]",2026,1406,387407,987715
7,"[0, 2, 5, 6, 8, 9, 11]",2992,2062,1059443,2124891
7,"[0, 2, 5, 6, 8, 10, 11]",2930,2061,1055452,2122830
7,"[0, 2, 5, 6, 9, 10, 11]",3151,2095,1074561,2193465
7,"[0, 2, 5, 7, 8, 9, 10]",2960,1842,934917,1695561
7,"[0, 2, 5, 7, 8, 9, 11]",3926,2459,1598504,3022111
7,"[0, 2, 5, 7, 8, 10, 11]",3864,2429,1588290,2948806
7,"[0, 2, 5, 7, 9, 10, 11]",4085,2476,1609113,3064050
7,"[0, 2, 5, 8, 9, 10, 11]",3000,2077,1064124,2155926
7,"[0, 2, 6, 7, 8, 9, 10]",2746,1854,908021,1717731
7,"[0, 2, 6, 7, 8, 9, 11]",3712,2441,1563563,2978020
7,"[0, 2, 6, 7, 8, 10, 11]",3650,2421,1555830,2929410
7,"[0, 2, 6, 7, 9, 10, 11]",3871,2457,1574859,3017196
7,"[0, 2, 6, 8, 9, 10, 11]",2786,1916,992111,1834570
7,"[0, 2, 7, 8, 9, 10, 11]",3720,2441,1564579,2978020
7,"[0, 3, 4, 5, 6, 7, 8]",4251,2277,1605538,2591226
7,"[0, 3, 4, 5, 6, 7, 9]",4472,2362,1640798,2788341
7,"[0, 3, 4, 5, 6, 7, 10]",4410,2284,1614624,2607186
7,"[0, 3, 4, 5, 6, 7, 11]",5376,2650,2135806,3509925
7,"[0, 3, 4, 5, 6, 8, 9]",3387,2132,1219750,2271646
7,"[0, 3, 4, 5, 6, 8, 10]",3325,2063,1197123,2126953
7,"[0, 3, 4, 5, 6, 8, 11]",4291,2456,1726923,3014740
7,"[0, 3, 4, 5, 6, 9, 10]",3546,2144,1232507,2297296
7,"[0, 3, 4, 5, 6, 9, 11]",4512,2482,1744709,3078921
7,"[0, 3, 4, 5, 6, 10, 11]",4450,2467,1739593,3041811
7,"[0, 3, 4, 5, 7, 8, 9]",4321,2321,1623324,2692360
7,"[0, 3, 4, 5, 7, 8, 10]",4259,2187,1593100,2390391
7,"[0, 3, 4, 5, 7, 8, 11]",5225,2632,2125483,3462396
7,"[0, 3, 4, 5, 7, 9, 10]",4480,2323,1632291,2697003
7,"[0, 3, 4, 5, 7, 9, 11]",5446,2670,2144939,3563115
7,"[0, 3, 4, 5, 7, 10, 11]",5384,2637,2134465,3475566
7,"[0, 3, 4, 5, 8, 9, 10]",3395,2105,1215005,2214460
7,"[0, 3, 4, 5, 8, 9, 11]",4361,2475,1736069,3061575
7,"[0, 3, 4, 5, 8, 10, 11]",4299,2453,1729277,3007378
7,"[0, 3, 4, 5, 9, 10, 11]",4520,2490,1748754,3098805
7,"[0, 3, 4, 6, 7, 8, 9]",4107,2347,1607813,2753031
7,"[0, 3, 4, 6, 7, 8, 10]",4045,2271,1582233,2577585
7,"[0, 3, 4, 6, 7, 8, 11]",5011,2641,2104376,3486120
7,"[0, 3, 4, 6, 7, 9, 10]",4266,2354,1617414,2769481
7,"[0, 3, 4, 6, 7, 9, 11]",5232,2671,2122124,3565785
7,"[0, 3, 4, 6, 7, 10, 11]",5170,2647,2113916,3501981
7,"[0, 3, 4, 6, 8, 9, 10]",3181,2079,1172491,2160081
7,"[0, 3, 4, 6, 8, 9, 11]",4147,2416,1685254,2917320
7,"[0, 3, 4, 6, 8, 10, 11]",4085,2409,1681195,2900436
7,"[0, 3, 4, 6, 9, 10, 11]",4306,2436,1698956,2965830
7,"[0, 3, 4, 7, 8, 9, 10]",4115,2315,1599965,2678455
7,"[0, 3, 4, 7, 8, 9, 11]",5081,2661,2113500,3539130
7,"[0, 3, 4, 7, 8, 10, 11]",5019,2630,2103621,3457135
7,"[0, 3, 4, 7, 9, 10, 11]",5240,2670,2123047,3563115
7,"[0, 3, 4, 8, 9, 10, 11]",4155,2429,1690334,2948806
7,"[0, 3, 5, 6, 7, 8, 9]",4254,2355,1627907,2771835
7,"[0, 3, 5, 6, 7, 8, 10]",4192,2282,1602252,2602621
7,"[0, 3, 5, 6, 7, 8, 11]",5158,2643,2122768,3491403
7,"[0, 3, 5, 6, 7, 9, 10]",4413,2363,1637424,2790703
7,"[0, 3, 5, 6, 7, 9, 11]",5379,2674,2140546,3573801
7,"[0, 3, 5, 6, 7, 10, 11]",5317,2650,2132240,3509925
7,"[0, 3, 5, 6, 8, 9, 10]",3328,2129,1212458,2265256
7,"[0, 3, 5, 6, 8, 9, 11]",4294,2462,1723814,3029491
7,"[0, 3, 5, 6, 8, 10, 11]",4232,2450,1719391,3000025
7,"[0, 3, 5, 6, 9, 10, 11]",4453,2480,1737199,3073960
7,"[0, 3, 5, 7, 8, 9, 10]",4262,2324,1619979,2699326
7,"[0, 3, 5, 7, 8, 9, 11]",5228,2665,2131932,3549780
7,"[0, 3, 5, 7, 8, 10, 11]",5166,2634,2121952,3467661
7,"[0, 3, 5, 7, 9, 10, 11]",5387,2675,2141409,3576475
7,"[0, 3, 5, 8, 9, 10, 11]",4302,2474,1728579,3059101
7,"[0, 3, 6, 7, 8, 9, 10]",4048,2344,1603375,2745996
7,"[0, 3, 6, 7, 8, 9, 11]",5014,2660,2107456,3536470
7,"[0, 3, 6, 7, 8, 10, 11]",4952,2638,2099758,3478203
7,"[0, 3, 6, 7, 9, 10, 11]",5173,2670,2117509,3563115
7,"[0, 3, 6, 8, 9, 10, 11]",4088,2398,1675102,2874003
7,"[0, 3, 7, 8, 9, 10, 11]",5022,2662,2108914,3541791
7,"[0, 4, 5, 6, 7, 8, 9]",3223,1931,963332,1863415
7,"[0, 4, 5, 6, 7, 8, 10]",3161,1826,934446,1666225
7,"[0, 4, 5, 6, 7, 8, 11]",4127,2462,1607235,3029491
7,"[0, 4, 5, 6, 7, 9, 10]",3382,1929,973199,1859556
7,"[0, 4, 5, 6, 7, 9, 11]",4348,2494,1626236,3108771
7,"[0, 4, 5, 6, 7, 10, 11]",4286,2472,1617282,3054156
7,"[0, 4, 5, 6, 8, 9, 10]",2297,1465,414457,1072380
7,"[0, 4, 5, 6, 8, 9, 11]",3263,2112,1086283,2229216
7,"[0, 4, 5, 6, 8, 10, 11]",3201,2107,1081554,2218671
7,"[0, 4, 5, 6, 9, 10, 11]",3422,2138,1100606,2284453
7,"[0, 4, 5, 7, 8, 9, 10]",3231,1868,952686,1743778
7,"[0, 4, 5, 7, 8, 9, 11]",4197,2479,1615954,3071481
7,"[0, 4, 5, 7, 8, 10, 11]",4135,2447,1605241,2992681
7,"[0, 4, 5, 7, 9, 10, 11]",4356,2493,1626018,3106278
7,"[0, 4, 5, 8, 9, 10, 11]",3271,2121,1090180,2248260
7,"[0, 4, 6, 7, 8, 9, 10]",3017,1890,927775,1785105
7,"[0, 4, 6, 7, 8, 9, 11]",3983,2467,1582962,3041811
7,"[0, 4, 6, 7, 8, 10, 11]",3921,2447,1574705,2992681
7,"[0, 4, 6, 7, 9, 10, 11]",4142,2481,1593685,3076440
7,"[0, 4, 6, 8, 9, 10, 11]",3057,1994,1022436,1987021
7,"[0, 4, 7, 8, 9, 10, 11]",3991,2466,1583416,3039345
7,"[0, 5, 6, 7, 8, 9, 10]",3164,1926,958144,1853775
7,"[0, 5, 6, 7, 8, 9, 11]",4130,2478,1610435,3069003
7,"[0, 5, 6, 7, 8, 10, 11]",4068,2457,1601995,3017196
7,"[0, 5, 6, 7, 9, 10, 11]",4289,2492,1621002,3103786
7,"[0, 5, 6, 8, 9, 10, 11]",3204,2099,1076320,2201851
7,"[0, 5, 7, 8, 9, 10, 11]",4138,2478,1610742,3069003
7,"[0, 6, 7, 8, 9, 10, 11]",3924,2460,1576491,3024570
7,"[1, 2, 3, 4, 5, 6, 7]",3759,2198,1516504,2414503
7,"[1, 2, 3, 4, 5, 6, 8]",2674,1914,1051421,1830741
7,"[1, 2, 3, 4, 5, 6, 9]",2895,2004,1087438,2007006
7,"[1, 2, 3, 4, 5, 6, 10]",2833,1949,1070361,1898326
7,"[1, 2, 3, 4, 5, 6, 11]",3799,2354,1598702,2769481
7,"[1, 2, 3, 4, 5, 7, 8]",3608,2102,1494958,2208151
7,"[1, 2, 3, 4, 5, 7, 9]",3829,2250,1534823,2530125
7,"[1, 2, 3, 4, 5, 7, 10]",3767,2114,1507558,2233441
7,"[1, 2, 3, 4, 5, 7, 11]",4733,2579,2040763,3324331
7,"[1, 2, 3, 4, 5, 8, 9]",2744,1968,1069970,1935528
7,"[1, 2, 3, 4, 5, 8, 10]",2682,1857,1048822,1723296
7,"[1, 2, 3, 4, 5, 8, 11]",3648,2336,1588347,2727280
7,"[1, 2, 3, 4, 5, 9, 10]",2903,1998,1088781,1995003
7,"[1, 2, 3, 4, 5, 9, 11]",3869,2379,1608337,2828631
7,"[1, 2, 3, 4, 5, 10, 11]",3807,2365,1607052,2795430
7,"[1, 2, 3, 4, 6, 7, 8]",3394,2179,1480374,2372931
7,"[1, 2, 3, 4, 6, 7, 9]",3615,2273,1516205,2582128
7,"[1, 2, 3, 4, 6, 7, 10]",3553,2198,1493718,2414503
7,"[1, 2, 3, 4, 6, 7, 11]",4519,2589,2016593,3350166
7,"[1, 2, 3, 4, 6, 8, 9]",2530,1919,1020583,1840321
7,"[1, 2, 3, 4, 6, 8, 10]",2468,1877,1004986,1760626
7,"[1, 2, 3, 4, 6, 8, 11]",3434,2278,1533512,2593503
7,"[1, 2, 3, 4, 6, 9, 10]",2689,1963,1040906,1925703
7,"[1, 2, 3, 4, 6, 9, 11]",3655,2307,1551756,2659971
7,"[1, 2, 3, 4, 6, 10, 11]",3593,2315,1553646,2678455
7,"[1, 2, 3, 4, 7, 8, 9]",3464,2235,1498763,2496495
7,"[1, 2, 3, 4, 7, 8, 10]",3402,2104,1472212,2212356
7,"[1, 2, 3, 4, 7, 8, 11]",4368,2568,2006240,3296028
7,"[1, 2, 3, 4, 7, 9, 10]",3623,2247,1511965,2523381
7,"[1, 2, 3, 4, 7, 9, 11]",4589,2614,2026186,3415191
7,"[1, 2, 3, 4, 7, 10, 11]",4527,2580,2019377,3326910
7,"[1, 2, 3, 4, 8, 9, 10]",2538,1927,1023460,1855701
7,"[1, 2, 3, 4, 8, 9, 11]",3504,2299,1543128,2641551
7,"[1, 2, 3, 4, 8, 10, 11]",3442,2298,1543325,2639253
7,"[1, 2, 3, 4, 9, 10, 11]",3663,2340,1563260,2736630
7,"[1, 2, 3, 5, 6, 7, 8]",3541,2183,1498101,2381653
7,"[1, 2, 3, 5, 6, 7, 9]",3762,2277,1533926,2591226
7,"[1, 2, 3, 5, 6, 7, 10]",3700,2208,1511700,2436528
7,"[1, 2, 3, 5, 6, 7, 11]",4666,2585,2032587,3339820
7,"[1, 2, 3, 5, 6, 8, 9]",2677,1950,1057117,1900275
7,"[1, 2, 3, 5, 6, 8, 10]",2615,1911,1041466,1825005
7,"[1, 2, 3, 5, 6, 8, 11]",3581,2299,1568236,2641551
7,"[1, 2, 3, 5, 6, 9, 10]",2836,1998,1077397,1995003
7,"[1, 2, 3, 5, 6, 9, 11]",3802,2331,1586528,2715615
7,"[1, 2, 3, 5, 6, 10, 11]",3740,2341,1588347,2738970
7,"[1, 2, 3, 5, 7, 8, 9]",3611,2238,1516478,2503203
7,"[1, 2, 3, 5, 7, 8, 10]",3549,2113,1490186,2231328
7,"[1, 2, 3, 5, 7, 8, 11]",4515,2563,2022230,3283203
7,"[1, 2, 3, 5, 7, 9, 10]",3770,2257,1529938,2545896
7,"[1, 2, 3, 5, 7, 9, 11]",4736,2612,2042212,3409966
7,"[1, 2, 3, 5, 7, 10, 11]",4674,2582,2035643,3332071
7,"[1, 2, 3, 5, 8, 9, 10]",2685,1961,1059937,1921780
7,"[1, 2, 3, 5, 8, 9, 11]",3651,2322,1577891,2694681
7,"[1, 2, 3, 5, 8, 10, 11]",3589,2323,1578013,2697003
7,"[1, 2, 3, 5, 9, 10, 11]",3810,2369,1598001,2804896
7,"[1, 2, 3, 6, 7, 8, 9]",3397,2245,1495404,2518890
7,"[1, 2, 3, 6, 7, 8, 10]",3335,2180,1473949,2375110
7,"[1, 2, 3, 6, 7, 8, 11]",4301,2563,1995687,3283203
7,"[1, 2, 3, 6, 7, 9, 10]",3556,2269,1509668,2573046
7,"[1, 2, 3, 6, 7, 9, 11]",4522,2599,2013933,3376101
7,"[1, 2, 3, 6, 7, 10, 11]",4460,2581,2009821,3329490
7,"[1, 2, 3, 6, 8, 9, 10]",2471,1882,1006918,1770021
7,"[1, 2, 3, 6, 8, 9, 11]",3437,2207,1516061,2434321
7,"[1, 2, 3, 6, 8, 10, 11]",3375,2234,1519545,2494261
7,"[1, 2, 3, 6, 9, 10, 11]",3596,2264,1537775,2561716
7,"[1, 2, 3, 7, 8, 9, 10]",3405,2232,1492248,2489796
7,"[1, 2, 3, 7, 8, 9, 11]",4371,2588,2005302,3347578
7,"[1, 2, 3, 7, 8, 10, 11]",4309,2561,1999499,3278080
