subset_size,subset_indices,AV,CC,PAIRS,CONS,EJR,beta_EJR
7,"[0, 1, 2, 3, 5, 8, 9]",142,52,999,1326,True,1.0
7,"[0, 1, 2, 3, 6, 7, 8]",155,53,1045,1378,True,1.0
7,"[0, 1, 2, 3, 6, 7, 9]",156,54,1062,1431,True,1.0
7,"[0, 1, 2, 3, 6, 8, 9]",152,53,1044,1378,True,1.0
7,"[0, 1, 2, 3, 7, 8, 9]",149,53,1034,1378,True,1.0
7,"[0, 1, 2, 4, 5, 6, 7]",154,54,1037,1431,True,1.0
7,"[0, 1, 2, 4, 5, 6, 8]",150,53,1030,1378,True,1.0
7,"[0, 1, 2, 4, 5, 6, 9]",151,54,1047,1431,True,1.0
7,"[0, 1, 2, 4, 5, 7, 8]",147,53,1014,1378,True,1.0
7,"[0, 1, 2, 4, 5, 7, 9]",148,54,1039,1431,True,1.0
7,"[0, 1, 2, 4, 5, 8, 9]",144,53,1011,1378,True,1.0
7,"[0, 1, 2, 4, 6, 7, 8]",157,54,1046,1431,True,1.0
7,"[0, 1, 2, 4, 6, 7, 9]",158,55,1064,1485,True,1.0
7,"[0, 1, 2, 4, 6, 8, 9]",154,54,1050,1431,True,1.0
7,"[0, 1, 2, 4, 7, 8, 9]",151,54,1044,1431,True,1.0
7,"[0, 1, 2, 5, 6, 7, 8]",147,52,1004,1326,True,1.0
7,"[0, 1, 2, 5, 6, 7, 9]",148,53,1025,1378,True,1.0
7,"[0, 1, 2, 5, 6, 8, 9]",144,52,1001,1326,True,1.0
7,"[0, 1, 2, 5, 7, 8, 9]",141,52,996,1326,True,1.0
7,"[0, 1, 2, 6, 7, 8, 9]",151,53,1033,1378,True,1.0
7,"[0, 1, 3, 4, 5, 6, 7]",147,52,966,1326,True,1.0
7,"[0, 1, 3, 4, 5, 6, 8]",143,51,965,1275,True,1.0
7,"[0, 1, 3, 4, 5, 6, 9]",144,52,978,1326,True,1.0
7,"[0, 1, 3, 4, 5, 7, 8]",140,51,947,1275,True,1.0
7,"[0, 1, 3, 4, 5, 7, 9]",141,52,966,1326,True,1.0
7,"[0, 1, 3, 4, 5, 8, 9]",137,51,955,1275,True,1.0
7,"[0, 1, 3, 4, 6, 7, 8]",150,52,980,1326,True,1.0
7,"[0, 1, 3, 4, 6, 7, 9]",151,53,994,1378,True,1.0
7,"[0, 1, 3, 4, 6, 8, 9]",147,52,991,1326,True,1.0
7,"[0, 1, 3, 4, 7, 8, 9]",144,52,977,1326,True,1.0
7,"[0, 1, 3, 5, 6, 7, 8]",140,50,934,1225,True,1.0
7,"[0, 1, 3, 5, 6, 7, 9]",141,51,948,1275,True,1.0
7,"[0, 1, 3, 5, 6, 8, 9]",137,50,936,1225,True,1.0
7,"[0, 1, 3, 5, 7, 8, 9]",134,50,921,1225,True,1.0
7,"[0, 1, 3, 6, 7, 8, 9]",144,51,962,1275,True,1.0
7,"[0, 1, 4, 5, 6, 7, 8]",142,51,945,1275,True,1.0
7,"[0, 1, 4, 5, 6, 7, 9]",143,51,960,1275,True,1.0
7,"[0, 1, 4, 5, 6, 8, 9]",139,51,955,1275,True,1.0
7,"[0, 1, 4, 5, 7, 8, 9]",136,51,945,1275,True,1.0
7,"[0, 1, 4, 6, 7, 8, 9]",146,52,969,1326,True,1.0
7,"[0, 1, 5, 6, 7, 8, 9]",136,50,925,1225,True,1.0
7,"[0, 2, 3, 4, 5, 6, 7]",147,51,963,1275,True,1.0
7,"[0, 2, 3, 4, 5, 6, 8]",143,51,970,1275,True,1.0
7,"[0, 2, 3, 4, 5, 6, 9]",144,51,973,1275,True,1.0
7,"[0, 2, 3, 4, 5, 7, 8]",140,51,951,1275,True,1.0
7,"[0, 2, 3, 4, 5, 7, 9]",141,51,959,1275,True,1.0
7,"[0, 2, 3, 4, 5, 8, 9]",137,51,959,1275,True,1.0
7,"[0, 2, 3, 4, 6, 7, 8]",150,52,983,1326,True,1.0
7,"[0, 2, 3, 4, 6, 7, 9]",151,52,986,1326,True,1.0
7,"[0, 2, 3, 4, 6, 8, 9]",147,52,990,1326,True,1.0
7,"[0, 2, 3, 4, 7, 8, 9]",144,52,974,1326,True,1.0
7,"[0, 2, 3, 5, 6, 7, 8]",140,50,932,1225,True,1.0
7,"[0, 2, 3, 5, 6, 7, 9]",141,50,936,1225,True,1.0
7,"[0, 2, 3, 5, 6, 8, 9]",137,50,932,1225,True,1.0
7,"[0, 2, 3, 5, 7, 8, 9]",134,50,916,1225,True,1.0
7,"[0, 2, 3, 6, 7, 8, 9]",144,51,957,1275,True,1.0
7,"[0, 2, 4, 5, 6, 7, 8]",142,51,950,1275,True,1.0
7,"[0, 2, 4, 5, 6, 7, 9]",143,51,955,1275,True,1.0
7,"[0, 2, 4, 5, 6, 8, 9]",139,51,957,1275,True,1.0
7,"[0, 2, 4, 5, 7, 8, 9]",136,51,944,1275,True,1.0
7,"[0, 2, 4, 6, 7, 8, 9]",146,52,972,1326,True,1.0
7,"[0, 2, 5, 6, 7, 8, 9]",136,50,918,1225,True,1.0
7,"[0, 3, 4, 5, 6, 7, 8]",135,49,864,1176,True,1.0
7,"[0, 3, 4, 5, 6, 7, 9]",136,49,869,1176,True,1.0
7,"[0, 3, 4, 5, 6, 8, 9]",132,49,884,1176,True,1.0
7,"[0, 3, 4, 5, 7, 8, 9]",129,49,865,1176,True,1.0
7,"[0, 3, 4, 6, 7, 8, 9]",139,50,893,1225,True,1.0
7,"[0, 3, 5, 6, 7, 8, 9]",129,48,833,1128,True,1.0
7,"[0, 4, 5, 6, 7, 8, 9]",131,49,865,1176,True,1.0
7,"[1, 2, 3, 4, 5, 6, 7]",142,50,913,1225,True,1.0
7,"[1, 2, 3, 4, 5, 6, 8]",138,49,903,1176,True,1.0
7,"[1, 2, 3, 4, 5, 6, 9]",139,51,914,1275,True,1.0
7,"[1, 2, 3, 4, 5, 7, 8]",135,49,883,1176,True,1.0
7,"[1, 2, 3, 4, 5, 7, 9]",136,51,901,1275,True,1.0
7,"[1, 2, 3, 4, 5, 8, 9]",132,50,875,1225,True,1.0
7,"[1, 2, 3, 4, 6, 7, 8]",145,50,927,1225,True,1.0
7,"[1, 2, 3, 4, 6, 7, 9]",146,52,942,1326,True,1.0
7,"[1, 2, 3, 4, 6, 8, 9]",142,51,929,1275,True,1.0
7,"[1, 2, 3, 4, 7, 8, 9]",139,51,916,1275,True,1.0
7,"[1, 2, 3, 5, 6, 7, 8]",135,48,881,1128,True,1.0
7,"[1, 2, 3, 5, 6, 7, 9]",136,50,896,1225,True,1.0
7,"[1, 2, 3, 5, 6, 8, 9]",132,49,873,1176,True,1.0
7,"[1, 2, 3, 5, 7, 8, 9]",129,49,860,1176,True,1.0
7,"[1, 2, 3, 6, 7, 8, 9]",139,50,910,1225,True,1.0
7,"[1, 2, 4, 5, 6, 7, 8]",137,49,884,1176,True,1.0
7,"[1, 2, 4, 5, 6, 7, 9]",138,51,901,1275,True,1.0
7,"[1, 2, 4, 5, 6, 8, 9]",134,50,886,1225,True,1.0
7,"[1, 2, 4, 5, 7, 8, 9]",131,50,878,1225,True,1.0
7,"[1, 2, 4, 6, 7, 8, 9]",141,51,915,1275,True,1.0
7,"[1, 2, 5, 6, 7, 8, 9]",131,49,869,1176,True,1.0
7,"[1, 3, 4, 5, 6, 7, 8]",130,47,789,1081,True,1.0
7,"[1, 3, 4, 5, 6, 7, 9]",131,49,804,1176,True,1.0
7,"[1, 3, 4, 5, 6, 8, 9]",127,48,795,1128,True,1.0
7,"[1, 3, 4, 5, 7, 8, 9]",124,48,769,1128,True,1.0
7,"[1, 3, 4, 6, 7, 8, 9]",134,48,818,1128,True,1.0
7,"[1, 3, 5, 6, 7, 8, 9]",124,47,761,1081,True,1.0
7,"[1, 4, 5, 6, 7, 8, 9]",126,48,783,1128,True,1.0
7,"[2, 3, 4, 5, 6, 7, 8]",130,47,811,1081,True,1.0
7,"[2, 3, 4, 5, 6, 7, 9]",131,48,813,1128,True,1.0
7,"[2, 3, 4, 5, 6, 8, 9]",127,48,810,1128,True,1.0
7,"[2, 3, 4, 5, 7, 8, 9]",124,48,782,1128,True,1.0
7,"[2, 3, 4, 6, 7, 8, 9]",134,49,836,1176,True,1.0
7,"[2, 3, 5, 6, 7, 8, 9]",124,47,774,1081,True,1.0
7,"[2, 4, 5, 6, 7, 8, 9]",126,48,796,1128,True,1.0
7,"[3, 4, 5, 6, 7, 8, 9]",119,45,680,990,True,1.0
8,"[0, 1, 2, 3, 4, 5, 6, 7]",173,55,1079,1485,True,1.0
8,"[0, 1, 2, 3, 4, 5, 6, 8]",169,54,1072,1431,True,1.0
8,"[0, 1, 2, 3, 4, 5, 6, 9]",170,55,1087,1485,True,1.0
8,"[0, 1, 2, 3, 4, 5, 7, 8]",166,54,1058,1431,True,1.0
8,"[0, 1, 2, 3, 4, 5, 7, 9]",167,55,1078,1485,True,1.0
8,"[0, 1, 2, 3, 4, 5, 8, 9]",163,54,1064,1431,True,1.0
8,"[0, 1, 2, 3, 4, 6, 7, 8]",176,55,1090,1485,True,1.0
8,"[0, 1, 2, 3, 4, 6, 7, 9]",177,56,1105,1540,True,1.0
8,"[0, 1, 2, 3, 4, 6, 8, 9]",173,55,1096,1485,True,1.0
8,"[0, 1, 2, 3, 4, 7, 8, 9]",170,55,1086,1485,True,1.0
8,"[0, 1, 2, 3, 5, 6, 7, 8]",166,53,1049,1378,True,1.0
8,"[0, 1, 2, 3, 5, 6, 7, 9]",167,54,1066,1431,True,1.0
8,"[0, 1, 2, 3, 5, 6, 8, 9]",163,53,1047,1378,True,1.0
8,"[0, 1, 2, 3, 5, 7, 8, 9]",160,53,1038,1378,True,1.0
8,"[0, 1, 2, 3, 6, 7, 8, 9]",170,54,1075,1431,True,1.0
8,"[0, 1, 2, 4, 5, 6, 7, 8]",168,54,1056,1431,True,1.0
8,"[0, 1, 2, 4, 5, 6, 7, 9]",169,55,1073,1485,True,1.0
8,"[0, 1, 2, 4, 5, 6, 8, 9]",165,54,1063,1431,True,1.0
8,"[0, 1, 2, 4, 5, 7, 8, 9]",162,54,1055,1431,True,1.0
8,"[0, 1, 2, 4, 6, 7, 8, 9]",172,55,1081,1485,True,1.0
8,"[0, 1, 2, 5, 6, 7, 8, 9]",162,53,1041,1378,True,1.0
8,"[0, 1, 3, 4, 5, 6, 7, 8]",161,52,989,1326,True,1.0
8,"[0, 1, 3, 4, 5, 6, 7, 9]",162,53,1002,1378,True,1.0
8,"[0, 1, 3, 4, 5, 6, 8, 9]",158,52,998,1326,True,1.0
8,"[0, 1, 3, 4, 5, 7, 8, 9]",155,52,986,1326,True,1.0
8,"[0, 1, 3, 4, 6, 7, 8, 9]",165,53,1015,1378,True,1.0
8,"[0, 1, 3, 5, 6, 7, 8, 9]",155,51,969,1275,True,1.0
8,"[0, 1, 4, 5, 6, 7, 8, 9]",157,52,984,1326,True,1.0
8,"[0, 2, 3, 4, 5, 6, 7, 8]",161,52,992,1326,True,1.0
8,"[0, 2, 3, 4, 5, 6, 7, 9]",162,52,995,1326,True,1.0
8,"[0, 2, 3, 4, 5, 6, 8, 9]",158,52,999,1326,True,1.0
8,"[0, 2, 3, 4, 5, 7, 8, 9]",155,52,985,1326,True,1.0
8,"[0, 2, 3, 4, 6, 7, 8, 9]",165,53,1013,1378,True,1.0
8,"[0, 2, 3, 5, 6, 7, 8, 9]",155,51,965,1275,True,1.0
8,"[0, 2, 4, 5, 6, 7, 8, 9]",157,52,985,1326,True,1.0
8,"[0, 3, 4, 5, 6, 7, 8, 9]",150,50,908,1225,True,1.0
8,"[1, 2, 3, 4, 5, 6, 7, 8]",156,50,935,1225,True,1.0
8,"[1, 2, 3, 4, 5, 6, 7, 9]",157,52,950,1326,True,1.0
8,"[1, 2, 3, 4, 5, 6, 8, 9]",153,51,937,1275,True,1.0
8,"[1, 2, 3, 4, 5, 7, 8, 9]",150,51,924,1275,True,1.0
8,"[1, 2, 3, 4, 6, 7, 8, 9]",160,52,962,1326,True,1.0
8,"[1, 2, 3, 5, 6, 7, 8, 9]",150,50,917,1225,True,1.0
8,"[1, 2, 4, 5, 6, 7, 8, 9]",152,51,928,1275,True,1.0
8,"[1, 3, 4, 5, 6, 7, 8, 9]",145,49,832,1176,True,1.0
8,"[2, 3, 4, 5, 6, 7, 8, 9]",145,49,848,1176,True,1.0
9,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",187,55,1094,1485,True,1.0
9,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",188,56,1109,1540,True,1.0
9,"[0, 1, 2, 3, 4, 5, 6, 8, 9]",184,55,1099,1485,True,1.0
9,"[0, 1, 2, 3, 4, 5, 7, 8, 9]",181,55,1090,1485,True,1.0
9,"[0, 1, 2, 3, 4, 6, 7, 8, 9]",191,56,1118,1540,True,1.0
9,"[0, 1, 2, 3, 5, 6, 7, 8, 9]",181,54,1078,1431,True,1.0
9,"[0, 1, 2, 4, 5, 6, 7, 8, 9]",183,55,1089,1485,True,1.0
9,"[0, 1, 3, 4, 5, 6, 7, 8, 9]",176,53,1022,1378,True,1.0
9,"[0, 2, 3, 4, 5, 6, 7, 8, 9]",176,53,1021,1378,True,1.0
9,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",171,52,969,1326,True,1.0
10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",202,56,1121,1540,True,1.0
