subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
10,277900,"[1, 2, 8, 10, 3, 0, 5, 4, 6, 11]",1671,276,35977,37950,0.8653547384774728,0.989247311827957,0.98943923434449,0.9785719811247776
9,237900,"[1, 2, 8, 10, 3, 0, 5, 4, 11]",1509,275,35641,37675,0.781460383221129,0.985663082437276,0.9801985643959187,0.9714808798122793
8,119900,"[1, 2, 8, 10, 3, 0, 5, 6]",1389,271,34966,36585,0.719316416364578,0.9713261648745519,0.9616347185170925,0.943374332791831
9,244900,"[1, 2, 8, 10, 3, 0, 5, 6, 11]",1504,273,35242,37128,0.7788710512687727,0.978494623655914,0.9692252688319903,0.9573760346561461
8,204900,"[1, 2, 8, 10, 3, 0, 5, 11]",1342,272,34881,36856,0.6949766960124288,0.974910394265233,0.9592970490360551,0.9503622908125113
8,479900,"[1, 2, 8, 10, 3, 0, 5, 9]",1363,276,35763,37950,0.7058518902123252,0.989247311827957,0.9835538076510547,0.9785719811247776
7,82900,"[1, 2, 8, 10, 3, 0, 4]",1231,270,34528,36315,0.6374935266701192,0.967741935483871,0.9495888451912764,0.9364121605941054
8,122900,"[1, 2, 8, 10, 3, 0, 4, 6]",1393,271,34921,36585,0.721387881926463,0.9713261648745519,0.9603971287918374,0.943374332791831
9,247900,"[1, 2, 8, 10, 3, 0, 4, 6, 11]",1508,274,35325,37401,0.7809425168306577,0.982078853046595,0.9715079343252386,0.9644155643227353
8,207900,"[1, 2, 8, 10, 3, 0, 4, 11]",1346,273,34943,37128,0.6970481615743138,0.978494623655914,0.9610021726575176,0.9573760346561461
8,482900,"[1, 2, 8, 10, 3, 0, 4, 9]",1367,275,35613,37675,0.7079233557742103,0.985663082437276,0.9794285085668711,0.9714808798122793
7,89900,"[1, 2, 8, 10, 3, 0, 6]",1226,268,34150,35778,0.6349041947177628,0.9605734767025089,0.9391930914991337,0.9225651736675176
8,214900,"[1, 2, 8, 10, 3, 0, 6, 11]",1341,271,34555,36585,0.6944588296219575,0.9713261648745519,0.9503313990264294,0.943374332791831
