subset_size,subset_indices,AV,CC,PAIRS,CONS,EJR,beta_EJR,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,alpha_EJR
5,"[0, 1, 3, 5, 7]",59,28,266,378,True,1.0,0.8309859154929577,0.875,0.7732558139534884,0.7620967741935484,1.0
5,"[0, 1, 3, 6, 7]",55,26,246,325,True,1.0,0.7746478873239436,0.8125,0.7151162790697675,0.655241935483871,1.0
5,"[0, 1, 4, 5, 6]",56,29,277,406,True,1.0,0.7887323943661971,0.90625,0.8052325581395349,0.8185483870967742,1.0
5,"[0, 1, 4, 5, 7]",61,29,287,406,True,1.0,0.8591549295774648,0.90625,0.8343023255813954,0.8185483870967742,1.0
5,"[0, 1, 4, 6, 7]",57,27,253,351,True,1.0,0.8028169014084507,0.84375,0.7354651162790697,0.7076612903225806,1.0
5,"[0, 1, 5, 6, 7]",48,27,191,351,True,1.0,0.676056338028169,0.84375,0.5552325581395349,0.7076612903225806,1.0
5,"[0, 2, 3, 4, 5]",69,32,337,496,True,1.0,0.971830985915493,1.0,0.9796511627906976,1.0,1.0
5,"[0, 2, 3, 4, 6]",65,30,311,435,True,1.0,0.9154929577464789,0.9375,0.9040697674418605,0.8770161290322581,1.0
5,"[0, 2, 3, 4, 7]",70,30,324,435,True,1.0,0.9859154929577465,0.9375,0.9418604651162791,0.8770161290322581,1.0
5,"[0, 2, 3, 5, 6]",56,30,258,435,True,1.0,0.7887323943661971,0.9375,0.75,0.8770161290322581,1.0
5,"[0, 2, 3, 5, 7]",61,30,286,435,True,1.0,0.8591549295774648,0.9375,0.8313953488372093,0.8770161290322581,1.0
5,"[0, 2, 3, 6, 7]",57,28,266,378,True,1.0,0.8028169014084507,0.875,0.7732558139534884,0.7620967741935484,1.0
5,"[0, 2, 4, 5, 6]",58,31,291,465,True,1.0,0.8169014084507042,0.96875,0.8459302325581395,0.9375,1.0
5,"[0, 2, 4, 5, 7]",63,31,302,465,True,1.0,0.8873239436619719,0.96875,0.877906976744186,0.9375,1.0
5,"[0, 2, 4, 6, 7]",59,29,268,406,True,1.0,0.8309859154929577,0.90625,0.7790697674418605,0.8185483870967742,1.0
5,"[0, 2, 5, 6, 7]",50,29,206,406,True,1.0,0.704225352112676,0.90625,0.5988372093023255,0.8185483870967742,1.0
5,"[0, 3, 4, 5, 6]",66,31,317,465,True,1.0,0.9295774647887324,0.96875,0.9215116279069767,0.9375,1.0
5,"[0, 3, 4, 5, 7]",71,31,330,465,True,1.0,1.0,0.96875,0.9593023255813954,0.9375,1.0
5,"[0, 3, 4, 6, 7]",67,29,304,406,True,1.0,0.9436619718309859,0.90625,0.8837209302325582,0.8185483870967742,1.0
5,"[0, 3, 5, 6, 7]",58,29,270,406,True,1.0,0.8169014084507042,0.90625,0.7848837209302325,0.8185483870967742,1.0
5,"[0, 4, 5, 6, 7]",60,30,277,435,True,1.0,0.8450704225352113,0.9375,0.8052325581395349,0.8770161290322581,1.0
5,"[1, 2, 3, 4, 5]",67,31,333,465,True,1.0,0.9436619718309859,0.96875,0.9680232558139535,0.9375,1.0
5,"[1, 2, 3, 4, 6]",63,29,307,406,True,1.0,0.8873239436619719,0.90625,0.8924418604651163,0.8185483870967742,1.0
5,"[1, 2, 3, 4, 7]",68,29,317,406,True,1.0,0.9577464788732394,0.90625,0.9215116279069767,0.8185483870967742,1.0
5,"[1, 2, 3, 5, 6]",54,29,244,406,True,1.0,0.7605633802816901,0.90625,0.7093023255813954,0.8185483870967742,1.0
5,"[1, 2, 3, 5, 7]",59,29,270,406,True,1.0,0.8309859154929577,0.90625,0.7848837209302325,0.8185483870967742,1.0
5,"[1, 2, 3, 6, 7]",55,27,252,351,True,1.0,0.7746478873239436,0.84375,0.7325581395348837,0.7076612903225806,1.0
5,"[1, 2, 4, 5, 6]",56,30,289,435,True,1.0,0.7887323943661971,0.9375,0.8401162790697675,0.8770161290322581,1.0
